,id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,days_since_last_review,minimum_amount_spent,rating_score
1596,16678379,Home in San Francisco · ★4.81 · 1 bedroom · 1 bed · 1 shared bath,9671092,Michelle,Outer Sunset,37.76424,-122.47961,Private room,89,1,257,2023-10-19,3.11,2,85,31,City Registration Pending,83,89,3.0963855421686746
1597,16688334,Rental unit in San Francisco · ★4.78 · 1 bedroom · 3 beds · 1 bath,7731691,Allison,Russian Hill,37.79713,-122.42298,Entire home/apt,159,5,93,2023-11-05,1.13,1,13,6,STR-0003984,66,795,1.4090909090909092
1598,16700935,Condo in San Francisco · ★4.93 · 1 bedroom · 1 bed · 1 private bath,4244521,Jeff,Potrero Hill,37.76344,-122.39494,Private room,139,3,282,2023-11-27,3.37,2,208,31,STR-0003109,44,417,6.409090909090909
1599,16710475,Rental unit in San Francisco · ★4.88 · 1 bedroom · 1 bed · 1 bath,1932164,Matthew,Potrero Hill,37.75959,-122.39714,Private room,132,2,155,2023-10-28,1.9,1,0,29,2023-006900STR,74,264,2.0945945945945947
1602,16778737,Home in San Francisco · ★4.71 · 1 bedroom · 1 bed · 1 private bath,35352879,Aaron,Parkside,37.74289,-122.49003,Private room,66,30,7,2021-12-24,0.11,4,0,0,STR-0001234,747,1980,0.009370816599732263
1604,16779078,Boutique hotel in San Francisco · ★4.41 · 1 bedroom · 2 beds · 1 private bath,93714995,Hotel,Financial District,37.78931,-122.40588,Private room,148,1,250,2023-11-06,2.99,15,147,31,BAN-1030905,65,148,3.8461538461538463
1605,16797018,Home in San Francisco · ★4.92 · 1 bedroom · 1 bed · 1.5 shared baths,3617002,Sarah & Pankaj,Potrero Hill,37.76122,-122.40366,Private room,82,1,315,2023-11-11,3.76,7,0,46,STR-0005135,60,82,5.25
1606,16831471,Home in San Francisco · ★4.92 · 3 bedrooms · 1 bed · 2.5 shared baths,918385,Helen,Ocean View,37.71419,-122.45912,Private room,156,2,109,2020-03-17,1.32,2,179,0,STR-0004227,1394,312,0.0781922525107604
1608,16858141,Home in San Francisco · ★4.74 · 1 bedroom · 1 bed · 2 shared baths,84154713,Sean,Bayview,37.72735,-122.38966,Private room,30,3,250,2023-11-26,3.01,4,69,27,STR-0001844,45,90,5.555555555555555
1610,16872797,Home in San Francisco · ★4.95 · 1 bedroom · 1 bed · 1 shared bath,32363478,Marie,Diamond Heights,37.74569,-122.44739,Private room,120,30,313,2020-05-08,3.77,1,268,0,STR-0002776,1342,3600,0.23323397913561847
1611,16900525,Rental unit in San Francisco · ★4.89 · Studio · 1 bed · 0 baths,4225463,Scott,Mission,37.75489,-122.42066,Entire home/apt,222,2,79,2023-08-18,0.96,1,76,21,STR-0004649,145,444,0.5448275862068965
1613,16930431,Boutique hotel in San Francisco · ★4.48 · Studio · 1 bed · 1 private bath,17042045,The Bartlett,Downtown/Civic Center,37.78696,-122.40986,Private room,99,1,108,2023-11-11,1.3,1,297,12,365804.0,60,99,1.8
1614,16944002,Condo in San Francisco · ★4.43 · 1 bedroom · 2 beds · 1 bath,2414700,Phil,Nob Hill,37.79112,-122.41198,Entire home/apt,109,30,30,2023-09-21,0.41,1,226,1,City registration pending,111,3270,0.2702702702702703
1615,16972331,Hotel in San Francisco · ★4.28 · 1 bedroom · 1 bed · 1 private bath,100390518,Herbert,Downtown/Civic Center,37.78596,-122.40706,Private room,99,1,53,2023-09-19,0.64,18,22,4,License not needed per OSTR,113,99,0.4690265486725664
1616,16972383,Aparthotel in San Francisco · ★4.28 · 1 bedroom · 1 bed · 1 private bath,100390518,Herbert,Downtown/Civic Center,37.78679,-122.40748,Private room,99,1,83,2023-10-26,1.0,18,18,13,License not needed per OSTR,76,99,1.0921052631578947
1617,16987679,Aparthotel in San Francisco · ★4.82 · 1 bedroom · 1 bed · 1 private bath,115849,Hiromi,Downtown/Civic Center,37.7877,-122.41211,Private room,70,32,44,2023-06-30,0.54,12,168,1,License not needed per OSTR,194,2240,0.2268041237113402
1618,17011295,Serviced apartment in San Francisco · ★4.44 · 1 bedroom · 1 bed · 4 shared baths,103884979,Rams,South of Market,37.77627944946289,-122.41506958007812,Private room,155,1,133,2023-11-09,1.6,15,237,27,License not needed per OSTR,62,155,2.1451612903225805
1619,17016281,Aparthotel in San Francisco · ★4.60 · 1 bedroom · 1 bed · 1 private bath,115849,Hiromi,Downtown/Civic Center,37.7877,-122.41211,Private room,73,32,42,2022-07-31,0.51,12,89,0,License not needed per OSTR,528,2336,0.07954545454545454
1620,17016637,Home in San Francisco · ★4.93 · 1 bedroom · 1 bed · 1 private bath,106291188,May,Lakeshore,37.73555,-122.48153,Private room,85,1,380,2023-11-16,4.61,1,63,71,STR-0003264,55,85,6.909090909090909
1621,17107439,Rental unit in San Francisco · ★4.17 · 1 bedroom · 1 bed · 1 private bath,100390518,Herbert,Downtown/Civic Center,37.78527,-122.40733,Private room,75,1,35,2023-05-25,0.43,18,0,3,License not needed per OSTR,230,75,0.15217391304347827
1622,17120944,Home in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 private bath,14003785,Pam,Pacific Heights,37.78902,-122.44154,Private room,169,4,38,2023-10-25,0.47,3,199,5,STR-0001004,77,676,0.4935064935064935
1623,17120964,Rental unit in San Francisco · ★4.14 · 1 bedroom · 1 bed · 1 private bath,100390518,Herbert,Downtown/Civic Center,37.78519,-122.4071,Private room,99,1,21,2023-09-19,0.26,18,22,2,License not needed per OSTR,113,99,0.18584070796460178
1624,17139721,Serviced apartment in San Francisco · ★4.30 · 1 bedroom · 1 bed · 4 shared baths,103884979,Rams,South of Market,37.77628,-122.41507,Private room,153,1,129,2023-10-18,1.56,15,0,25,License not needed per OSTR,84,153,1.5357142857142858
1625,17157954,Rental unit in San Francisco · ★4.79 · 2 bedrooms · 3 beds · 1 bath,1281984,Anita,Bernal Heights,37.74694,-122.40796,Entire home/apt,255,2,109,2023-12-03,1.32,1,0,24,STR-0001953,38,510,2.8684210526315788
1626,17159806,Home in San Francisco · ★4.95 · 2 bedrooms · 3 beds · 1 bath,115416158,Terry,Bernal Heights,37.74689,-122.41692,Entire home/apt,225,2,64,2020-02-27,0.79,1,0,0,STR-0001861,1413,450,0.04529370134465676
1628,17192720,Rental unit in San Francisco · ★4.55 · 2 bedrooms · 1 bed · 0 baths,50160697,Ver,Downtown/Civic Center,37.78602,-122.41434,Private room,89,1,28,2023-04-15,0.35,7,0,1,390024.0,270,89,0.1037037037037037
1629,17207000,Serviced apartment in San Francisco · 1 bedroom · 1 bed · 1 bath,115809271,Sarah,Downtown/Civic Center,37.77786,-122.42292,Entire home/apt,75,2,1,2019-01-10,0.02,3,0,0,168118.0,1826,150,0.000547645125958379
1631,17225268,Loft in San Francisco · ★4.67 · 1 bedroom · 2 beds · 1 bath,116004419,Natalie,South of Market,37.78144,-122.40677,Entire home/apt,117,30,93,2023-11-04,1.13,1,58,3,Approved by government,67,3510,1.3880597014925373
1633,17271591,Resort in San Francisco · ★4.93 · 1 bedroom · 1 bed · 1 private bath,115416167,Mary,Russian Hill,37.80628,-122.42008,Private room,140,2,58,2020-11-20,0.7,1,0,0,License not needed per OSTR,1146,280,0.0506108202443281
1634,17287731,Home in San Francisco · ★5.0 · 2 bedrooms · 1 bed · 1 shared bath,1097396,Danna,Noe Valley,37.75308,-122.4381,Private room,100,3,3,2018-09-08,0.04,4,0,0,STR-0002753,1950,300,0.0015384615384615385
1635,17288451,Rental unit in San Francisco · ★4.98 · Studio · 1 bed · 1 bath,100672984,Roberto,Castro/Upper Market,37.76236,-122.4295,Entire home/apt,180,2,213,2023-11-19,3.27,3,132,52,2023-008908STR,52,360,4.096153846153846
1636,17301795,Home in San Francisco · ★4.75 · 2 bedrooms · 2 beds · 2 baths,7179228,Jonathan,Inner Richmond,37.77794,-122.45637,Entire home/apt,165,30,84,2023-03-26,1.02,2,13,1,1175583-01-181,290,4950,0.2896551724137931
1637,17305040,Guest suite in San Francisco · ★4.93 · 1 bedroom · 1 bed · 1 bath,1590064,Stuart,Bernal Heights,37.74792696013861,-122.408638352867,Entire home/apt,145,3,245,2023-10-05,2.97,1,145,14,STR-0002760,97,435,2.5257731958762886
1638,17318005,Rental unit in San Francisco · ★4.94 · 1 bedroom · 2 beds · 1 bath,12767826,Susan,Castro/Upper Market,37.76898,-122.43406,Entire home/apt,116,30,130,2023-09-13,1.59,1,227,7,1065705,119,3480,1.0924369747899159
1639,17343208,Hostel in San Francisco · ★4.71 · 4 bedrooms · 1 bed · 1 private bath,117141107,Zarinah,Haight Ashbury,37.76944,-122.44992,Private room,100,1,172,2020-03-01,2.09,43,0,0,1003249,1410,100,0.12198581560283688
1640,17344333,Hostel in San Francisco · ★4.73 · 2 bedrooms · 1 bed · 5 shared baths,117141107,Zarinah,Haight Ashbury,37.76944,-122.44992,Shared room,50,1,85,2019-12-15,1.03,43,0,0,1003249,1487,50,0.05716207128446537
1641,17345722,Condo in San Francisco · ★4.94 · 2 bedrooms · 2 beds · 1 bath,1201229,Risa,Castro/Upper Market,37.76074,-122.42878,Entire home/apt,296,30,47,2023-09-18,0.59,1,177,3,STR-0005007,114,8880,0.41228070175438597
1644,17369805,Rental unit in San Francisco · ★4.97 · Studio · 1 bed · 1.5 baths,100672984,Roberto,Castro/Upper Market,37.76446,-122.42874,Entire home/apt,250,2,223,2023-11-12,2.73,3,163,33,2023-008908STR,59,500,3.7796610169491527
1645,17405370,Guest suite in San Francisco · ★4.97 · 1 bedroom · 2 beds · 1 bath,20369590,Peter,Russian Hill,37.80604,-122.42302,Entire home/apt,240,3,240,2023-11-26,3.04,1,60,35,STR-0005806,45,720,5.333333333333333
1646,17408793,Rental unit in San Francisco · ★4.82 · 2 bedrooms · 3 beds · 1 bath,45156079,Peter,Outer Sunset,37.75746,-122.4863,Entire home/apt,131,2,483,2023-11-26,5.92,1,150,66,STR-0004673,45,262,10.733333333333333
1647,17419327,Aparthotel in San Francisco · ★4.70 · 1 bedroom · 1 bed · 1 private bath,115849,Hiromi,Downtown/Civic Center,37.7877,-122.41211,Private room,68,30,30,2023-09-25,0.37,12,179,2,License not needed per OSTR,107,2040,0.2803738317757009
1648,17419803,Aparthotel in San Francisco · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,115849,Hiromi,Downtown/Civic Center,37.7877,-122.41211,Private room,61,30,15,2021-08-24,0.19,12,179,0,License not needed per OSTR,869,1830,0.01726121979286536
1649,17420087,Aparthotel in San Francisco · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,115849,Hiromi,Downtown/Civic Center,37.7877,-122.41211,Private room,60,30,41,2022-10-10,0.51,12,179,0,License not needed per OSTR,457,1800,0.08971553610503283
1650,17421876,Guest suite in San Francisco · ★4.85 · 1 bedroom · 2 beds · 1 bath,61184414,Marina,Excelsior,37.71641,-122.4364,Entire home/apt,106,2,242,2023-10-09,2.94,2,82,23,STR-0002644,93,212,2.6021505376344085
1651,17430696,Guest suite in San Francisco · ★4.97 · Studio · 1 bed · 1 bath,117919835,Mauricio & Tereza,Outer Mission,37.72843,-122.45208,Entire home/apt,135,2,254,2023-11-19,3.25,1,339,23,STR-0002084,52,270,4.884615384615385
1652,17433075,Hostel in San Francisco · ★4.67 · 1 bedroom · 1 bed · 1 private bath,117141107,Zarinah,Haight Ashbury,37.76944,-122.44992,Private room,100,1,165,2020-02-27,2.04,43,0,0,1003249,1413,100,0.11677282377919321
1653,17433218,Home in San Francisco · ★5.0 · 3 bedrooms · 3 beds · 2.5 baths,25963935,Michelle,Inner Sunset,37.76290893554688,-122.46837615966795,Entire home/apt,495,2,19,2023-01-05,0.24,1,0,3,STR-0003434,370,990,0.051351351351351354
1654,17434665,Rental unit in San Francisco · ★4.90 · Studio · 1 bed · 1 bath,32614449,Steve,West of Twin Peaks,37.74277,-122.45686,Entire home/apt,100,30,73,2023-11-29,0.9,1,336,3,City registration pending,42,3000,1.7380952380952381
1655,17444964,Home in San Francisco · ★4.95 · 2 bedrooms · 2 beds · 1 bath,34675376,Karen,Noe Valley,37.75275,-122.4412,Entire home/apt,450,2,155,2023-10-08,2.02,1,71,14,STR-0002298,94,900,1.648936170212766
1656,17501002,Guest suite in San Francisco · ★4.83 · 2 bedrooms · 2 beds · 1 bath,69222920,Amit,Excelsior,37.72429,-122.41684,Entire home/apt,145,3,132,2023-07-30,1.64,1,0,6,2022-005289STR,164,435,0.8048780487804879
1658,17514911,Home in San Francisco · ★4.73 · 2 bedrooms · 2 beds · 2 baths,4346095,Ava,Outer Mission,37.73326873779297,-122.43934631347656,Entire home/apt,193,30,287,2023-11-13,3.52,4,178,52,STR-0005233,58,5790,4.948275862068965
1659,17516202,Rental unit in San Francisco · ★4.55 · 1 bedroom · 1 bed · 0 baths,50160697,Ver,Downtown/Civic Center,37.78543,-122.41439,Private room,89,1,155,2023-11-12,1.88,7,249,6,390024.0,59,89,2.6271186440677967
1660,17518933,Rental unit in San Francisco · ★4.54 · 1 bedroom · Shared half-bath,50160697,Ver,Downtown/Civic Center,37.78709,-122.41434,Private room,79,2,66,2023-10-02,0.83,7,0,5,390024.0,100,158,0.66
1662,17585947,Guest suite in San Francisco · ★4.96 · 2 bedrooms · 2 beds · 1 bath,836116,Elizabeth,Outer Richmond,37.77726,-122.499298,Entire home/apt,319,3,225,2023-11-16,2.77,2,27,29,STR-0003252,55,957,4.090909090909091
1664,17624771,Home in San Francisco · ★4.84 · 3 bedrooms · 4 beds · 1 bath,119843344,Jeannette,Noe Valley,37.7447,-122.43911,Entire home/apt,150,30,94,2023-10-08,1.16,1,138,2,City Registration Pending,94,4500,1.0
1668,17642091,Guest suite in San Francisco · ★4.92 · 2 bedrooms · 1 bed · 1 bath,6641931,Audrey,Bernal Heights,37.74503,-122.41992,Entire home/apt,107,2,252,2023-12-01,3.21,1,87,46,STR-0002145,40,214,6.3
1672,17670655,Townhouse in San Francisco · ★4.86 · 1 bedroom · 1 bed · 1 bath,445716,Andrea,Glen Park,37.73659,-122.432,Entire home/apt,119,5,37,2023-10-02,0.47,1,60,5,2023-006846STR,100,595,0.37
1673,17695233,Condo in San Francisco · ★5.0 · 1 bedroom · 1 bed · 1 bath,1291823,Koncha,Mission,37.76125,-122.42104,Entire home/apt,335,1,5,2018-11-15,0.06,2,0,0,STR-0003237,1882,335,0.002656748140276302
1674,17696905,Hostel in San Francisco · ★4.77 · 1 bedroom · 1 bed · 1 shared bath,117141107,Zarinah,Haight Ashbury,37.76944,-122.44992,Private room,90,1,163,2020-03-05,2.01,43,0,0,1003249,1406,90,0.11593172119487909
1676,17717979,Rental unit in San Francisco · ★4.53 · 1 bedroom · 1 bed · 0 shared baths,50160697,Ver,Downtown/Civic Center,37.78533,-122.41411,Private room,95,1,74,2023-10-01,0.94,7,290,1,390024.0,101,95,0.7326732673267327
1678,17731097,Hostel in San Francisco · ★4.79 · 2 bedrooms · 1 bed · 5 shared baths,117141107,Zarinah,Haight Ashbury,37.76944,-122.44992,Shared room,50,1,81,2020-02-29,0.99,43,0,0,1003249,1411,50,0.057406094968107724
1679,17753503,Home in San Francisco · ★4.96 · 1 bedroom · 1 bed · 1 private bath,71333862,Mario,Bernal Heights,37.73553,-122.41278,Private room,72,1,758,2023-11-26,9.33,1,75,94,STR-0002048,45,72,16.844444444444445
1680,17767353,Hostel in San Francisco · ★4.70 · 1 bedroom · 1 bed · 5 shared baths,117141107,Zarinah,Haight Ashbury,37.76944,-122.44992,Private room,100,1,115,2020-03-13,1.42,43,0,0,1003249,1398,100,0.08226037195994278
1681,17767863,Hostel in San Francisco · ★4.59 · 1 bedroom · 1 bed · 1 private bath,117141107,Zarinah,Haight Ashbury,37.76944,-122.44992,Private room,100,1,134,2020-03-06,1.64,43,0,0,1003249,1405,100,0.09537366548042704
1682,17794830,Rental unit in San Francisco · ★4.27 · 1 bedroom · 1 bed · 0 baths,100390518,Herbert,Downtown/Civic Center,37.78678,-122.40925,Private room,89,1,26,2019-11-24,0.32,18,22,0,License not needed per OSTR,1508,89,0.017241379310344827
1683,17794868,Rental unit in San Francisco · ★4.35 · 1 bedroom · 1 bed · 1 shared bath,100390518,Herbert,Downtown/Civic Center,37.78661,-122.40911,Private room,99,1,43,2023-10-09,0.53,18,22,7,License not needed per OSTR,93,99,0.46236559139784944
1685,17811571,Guest suite in San Francisco · ★4.81 · 1 bedroom · 1 bed · 1 bath,15029266,Anna,Bernal Heights,37.73753,-122.41729,Entire home/apt,107,30,233,2023-11-08,2.96,1,59,4,STR-0002037,63,3210,3.6984126984126986
1687,17833058,Rental unit in San Francisco · ★4.73 · 1 bedroom · 1 bed · 1 bath,119674934,John,North Beach,37.80251,-122.40691,Entire home/apt,120,30,77,2023-11-01,0.96,1,179,3,KEC-28016KO,70,3600,1.1
1688,17925808,Home in San Francisco · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,122392376,Liliana,Marina,37.79977,-122.42607,Private room,100,2,259,2023-11-13,3.19,1,301,39,Pending Application,58,200,4.4655172413793105
1689,17944621,Hostel in San Francisco · ★4.57 · 1 bedroom · 1 bed · 5 shared baths,117141107,Zarinah,Haight Ashbury,37.76944,-122.44992,Private room,100,1,58,2020-03-08,0.72,43,0,0,License not needed per OSTR,1403,100,0.041339985744832504
1690,17965243,Rental unit in San Francisco · ★4.95 · 2 bedrooms · 2 beds · 1 bath,96309245,Gene,Outer Sunset,37.75175,-122.50419,Entire home/apt,249,2,333,2023-11-19,4.12,1,46,47,STR-0005364,52,498,6.403846153846154
1691,17979286,Guest suite in San Francisco · ★4.94 · 1 bedroom · 2 beds · 1 bath,7198062,Georgina,West of Twin Peaks,37.73333,-122.45911,Entire home/apt,160,2,257,2023-11-24,3.17,1,0,34,STR-0003734,47,320,5.468085106382978
1692,17982304,Rental unit in San Francisco · ★4.94 · 1 bedroom · 1 bed · 1 bath,10263963,Kenneth,Castro/Upper Market,37.75893,-122.43801,Entire home/apt,225,2,556,2023-11-25,6.88,1,223,59,STR-0002166,46,450,12.08695652173913
1693,17991554,Home in San Francisco · ★4.87 · 1 bedroom · 1 bed · 1 private bath,9671092,Michelle,Outer Sunset,37.76507,-122.48066,Private room,90,1,243,2023-11-12,3.01,2,0,35,City Registration Pending,59,90,4.11864406779661
1695,18026337,Guest suite in San Francisco · ★4.87 · 1 bedroom · 1 bed · 1 bath,8572404,Ashley,Ocean View,37.71455,-122.46908,Entire home/apt,90,1,94,2023-11-19,1.16,1,79,68,2022-008879STR,52,90,1.8076923076923077
1696,18037180,Rental unit in San Francisco · ★4.97 · 3 bedrooms · 3 beds · 2 baths,80544181,Chris,Haight Ashbury,37.7737,-122.45116,Entire home/apt,782,4,121,2023-10-31,1.56,1,67,22,STR-0005304,71,3128,1.704225352112676
1698,18063783,Rental unit in San Francisco · ★4.48 · 4 bedrooms · 5 beds · 1.5 baths,124051180,Lana,Haight Ashbury,37.77003,-122.44286,Entire home/apt,349,3,44,2023-08-14,0.54,1,364,1,STR-0002407,149,1047,0.2953020134228188
1701,18111498,Rental unit in San Francisco · ★4.69 · 1 bedroom · 2 beds · 1 bath,124779213,Nada,Bayview,37.72990180214453,-122.39001237939114,Entire home/apt,100,2,87,2023-11-04,1.76,1,179,9,STR-0003897,67,200,1.2985074626865671
1703,18156135,Rental unit in San Francisco · ★4.97 · 1 bedroom · 1 bed · 1 bath,4997141,Ana,Outer Sunset,37.76103,-122.50152,Entire home/apt,200,2,76,2023-10-09,0.98,1,250,21,STR-0002019,93,400,0.8172043010752689
1705,18199221,Condo in San Francisco · ★4.95 · 3 bedrooms · 4 beds · 1.5 baths,304688,Vanessa,Outer Richmond,37.77608,-122.47894,Entire home/apt,500,3,41,2023-10-01,0.6,1,269,8,Pending Application,101,1500,0.40594059405940597
1707,18209966,Loft in San Francisco · ★4.87 · 1 bedroom · 1 bed · 1 bath,3273603,Donna,Western Addition,37.77378,-122.4245,Entire home/apt,117,1,207,2023-11-28,2.61,2,0,31,STR-0002022,43,117,4.813953488372093
1708,18212346,Home in San Francisco · ★4.67 · 4 bedrooms · 4 beds · 2 baths,125735523,Diane,Inner Richmond,37.78201,-122.47841,Entire home/apt,425,3,3,2017-07-14,0.04,1,0,0,STR-0002144,2371,1275,0.0012652889076339097
1711,18286171,Guest suite in San Francisco · ★4.73 · 1 bedroom · 1 bed · 1 private bath,62034618,Ting Ting,Lakeshore,37.7302,-122.49134,Private room,58,1,149,2023-09-28,1.9,20,365,9,STR-0000460,104,58,1.4326923076923077
1712,18291265,Home in San Francisco · ★4.91 · 1 bedroom · 1 bed · 1 private bath,5254975,Angela,Parkside,37.73823,-122.48479,Private room,112,2,147,2023-10-04,1.92,1,178,13,STR-0005472,98,224,1.5
1714,18333674,Aparthotel in San Francisco · ★4.83 · 1 bedroom · 1 bed · 1 private bath,115849,Hiromi,Downtown/Civic Center,37.7877,-122.41211,Private room,67,30,12,2023-08-12,0.17,12,179,2,License not needed per OSTR,151,2010,0.07947019867549669
